created_at,id,text,lang,user_info
"February 16, 2020",4.47259E+15,MICROSOFT EDGE 浏览器最?? 的地方在于，他想叫你更新的时候会弹出145个相同的更新网页叫你更新， 送他一句NM$L 铁岭,zh,"{'id': 6622093870, 'screen_name': '老黄的手微微颤抖', 'profile_image_url': 'https://tvax4.sinaimg.cn/crop.0.0.996.996.180/007e9D7Ely8g7c8yndah9j30ro0roq57.jpg?KID=imgbed,tva&Expires=1583217153&ssig=c6pHxosms6', 'profile_url': 'https://m.weibo.cn/u/6622093870?uid=6622093870&luicode=10000011&lfid=100103type%3D1%26q%3DMicrosoft', 'statuses_count': 17, 'verified': False, 'verified_type': -1, 'close_blue_v': False, 'description': '开心就好', 'gender': 'm', 'mbtype': 0, 'urank': 9, 'mbrank': 0, 'follow_me': False, 'following': False, 'followers_count': 21, 'follow_count': 110, 'cover_image_phone': 'https://tva1.sinaimg.cn/crop.0.0.640.640.640/549d0121tw1egm1kjly3jj20hs0hsq4f.jpg', 'avatar_hd': 'https://wx4.sinaimg.cn/orj480/007e9D7Ely8g7c8yndah9j30ro0roq57.jpg', 'like': False, 'like_me': False, 'badge': {'bind_taobao': 1, 'user_name_certificate': 1, 'hongbao_2020': 2}}"
"February 19, 2020",4.47362E+15,微软公布 Microsoft Edge 路线图，将发布 Linux 版本 - 鸽听【微软公布了 Microsoft Edge 路线图，其中未来版本将加入的新功能包括：设备之间的浏览器扩展同步；设备之间浏览器历史同步；将发布 Linux 版本；支持朗读 PDF 文件等。其中扩展同步已进入测试版本。 Linux版本可能引 网页链接,zh,"{'id': 1263758631, 'screen_name': 'Getkit盖客', 'profile_image_url': 'https://tvax4.sinaimg.cn/crop.0.0.996.996.180/4b536d27ly8gaak7nu5h5j20ro0rowg4.jpg?KID=imgbed,tva&Expires=1583217012&ssig=0IKihM4KUj', 'profile_url': 'https://m.weibo.cn/u/1263758631?uid=1263758631&luicode=10000011&lfid=100103type%3D1%26q%3DMicrosoft', 'statuses_count': 8098, 'verified': True, 'verified_type': 0, 'verified_type_ext': 0, 'verified_reason': '\xa0\xa0成都回归视觉广告有限公司 职员 互联网资讯博主', 'close_blue_v': False, 'description': '高端黑智商硬伤你们继续', 'gender': 'm', 'mbtype': 11, 'urank': 31, 'mbrank': 1, 'follow_me': False, 'following': False, 'followers_count': 2141, 'follow_count': 429, 'cover_image_phone': 'https://tva1.sinaimg.cn/crop.0.0.640.640.640/549d0121tw1egm1kjly3jj20hs0hsq4f.jpg', 'avatar_hd': 'https://wx4.sinaimg.cn/orj480/4b536d27ly8gaak7nu5h5j20ro0rowg4.jpg', 'like': False, 'like_me': False, 'badge': {'bind_taobao': 1, 'unread_pool': 1, 'unread_pool_ext': 1, 'user_name_certificate': 1, 'wenda_v2': 1, 'hongbaofei_2019': 1, 'hongbao_2020': 2, 'feiyan_2020': 1, 'kangyi_2020': 1}}"
"February 19, 2020",4.47365E+15,【V8 引擎的内存管理】分享自 @SegmentFault ，传送门： 网页链接 在本章中，我们将介绍用于 ECMAScript 和 WebAssembly 的 V8 引擎的内存管理，这些引擎用于 NodeJS、Deno&amp;Electron 等运行时，以及 Chrome、Chromium、Brave、Opera 和 Microsoft Edge 等 web 浏览器。由于 JavaScript 是一 ... 全文,zh,"{'id': 2036070420, 'screen_name': 'SegmentFault', 'profile_image_url': 'https://tva2.sinaimg.cn/crop.0.0.180.180.180/795bf814jw1e8qgp5bmzyj2050050aa8.jpg?KID=imgbed,tva&Expires=1583216973&ssig=NRBDAHv814', 'profile_url': 'https://m.weibo.cn/u/2036070420?uid=2036070420&luicode=10000011&lfid=100103type%3D1%26q%3DMicrosoft', 'statuses_count': 23448, 'verified': True, 'verified_type': 2, 'verified_type_ext': 50, 'verified_reason': '开发者社区 SegmentFault 思否官方微博', 'close_blue_v': False, 'description': 'SegmentFault 思否 - 帮助开发者成功！', 'gender': 'f', 'mbtype': 12, 'urank': 46, 'mbrank': 3, 'follow_me': False, 'following': False, 'followers_count': 96778, 'follow_count': 205, 'cover_image_phone': 'https://tva2.sinaimg.cn/crop.0.0.640.640.640/a1d3feabjw1ecasunmkncj20hs0hsq4j.jpg', 'avatar_hd': 'https://ww2.sinaimg.cn/orj480/795bf814jw1e8qgp5bmzyj2050050aa8.jpg', 'like': False, 'like_me': False, 'badge': {'dzwbqlx_2016': 1, 'user_name_certificate': 1, 'qixi_2018': 1, 'womensday_2018': 1, 'hongbao_2020': 2}}"
"February 19, 2020",4.47365E+15,感觉最近墙高了，，，Microsoft store下个软件都不灵敏了，，adobe cloud更加一点上不上去，，要晕辣,zh,"{'id': 3746427184, 'screen_name': '今天顾北红停手了吗', 'profile_image_url': 'https://tvax1.sinaimg.cn/crop.0.0.1008.1008.180/df4df130ly8fys7tnu13nj20s00s03zy.jpg?KID=imgbed,tva&Expires=1583216973&ssig=YYiuSzwve%2F', 'profile_url': 'https://m.weibo.cn/u/3746427184?uid=3746427184&luicode=10000011&lfid=100103type%3D1%26q%3DMicrosoft', 'statuses_count': 1054, 'verified': False, 'verified_type': -1, 'close_blue_v': False, 'description': '专业吃瓜，副业刷屏，是叠纸他爹，蝴蝶宝别来', 'gender': 'f', 'mbtype': 11, 'urank': 29, 'mbrank': 4, 'follow_me': False, 'following': False, 'followers_count': 529, 'follow_count': 315, 'cover_image_phone': 'https://wx1.sinaimg.cn/crop.0.0.640.640.640/df4df130ly1gbzsc7vl1mj20u00u0gt4.jpg', 'avatar_hd': 'https://wx1.sinaimg.cn/orj480/df4df130ly8fys7tnu13nj20s00s03zy.jpg', 'like': False, 'like_me': False, 'badge': {'bind_taobao': 1, 'dailv': 1, 'unread_pool': 1, 'unread_pool_ext': 1, 'super_star_2017': 1, 'user_name_certificate': 1, 'hongbaofei_2019': 1, 'suishoupai_2019': 6, 'hongrenjie_2019': 1, 'china_2019': 1, 'wbzy_2019': 1, 'hongbao_2020': 2}}"
"February 16, 2020",4.47265E+15,哎呀下了Microsoft to do 简洁！明天开始复工，重新做人啦 ！生活的????键结束，????重启键按下.一个月的寒假生活正式宣告结束??. 冲鸭！,zh,"{'id': 3573660553, 'screen_name': '刮什么台风', 'profile_image_url': 'https://tvax2.sinaimg.cn/crop.0.0.1080.1080.180/d501bb89ly8gc4hf796psj20u00u0go3.jpg?KID=imgbed,tva&Expires=1583217153&ssig=nJKMY2fuqF', 'profile_url': 'https://m.weibo.cn/u/3573660553?uid=3573660553&luicode=10000011&lfid=100103type%3D1%26q%3DMicrosoft', 'statuses_count': 720, 'verified': False, 'verified_type': -1, 'close_blue_v': False, 'description': '绝对不能再炸号了！', 'gender': 'f', 'mbtype': 2, 'urank': 7, 'mbrank': 1, 'follow_me': False, 'following': False, 'followers_count': 92, 'follow_count': 274, 'cover_image_phone': 'https://tva2.sinaimg.cn/crop.0.0.640.640.640/a1d3feabjw1ecat6lu6j1j20hs0hsmzf.jpg', 'avatar_hd': 'https://wx2.sinaimg.cn/orj480/d501bb89ly8gc4hf796psj20u00u0go3.jpg', 'like': False, 'like_me': False, 'badge': {'user_name_certificate': 1, 'dailv_2018': 6, 'dzwbqlx_2019': 1, 'wbzy_2019': 1, 'hongbao_2020': 2}}"
"February 19, 2020",4.47365E+15,【Excel计算机视觉实战】’Computer Vision Basics in Microsoft Excel - Computer Vision Basics in Microsoft Excel (using just formulas)' by Amazon GitHub: 网页链接,zh,"{'id': 1402400261, 'screen_name': '爱可可-爱生活', 'profile_image_url': 'https://tva2.sinaimg.cn/crop.10.34.646.646.180/5396ee05jw1ena6co8qiwj20sg0izjxd.jpg?KID=imgbed,tva&Expires=1583216939&ssig=Ctd33tjkMe', 'profile_url': 'https://m.weibo.cn/u/1402400261?uid=1402400261&luicode=10000011&lfid=100103type%3D1%26q%3DMicrosoft', 'statuses_count': 84844, 'verified': True, 'verified_type': 0, 'verified_type_ext': 1, 'verified_reason': '知名互联网资讯博主', 'close_blue_v': False, 'description': '北邮PRIS模式识别实验室陈老师 商务合作 QQ:1289468869 Email:1289468869@qq.com', 'gender': 'm', 'mbtype': 12, 'urank': 48, 'mbrank': 7, 'follow_me': False, 'following': False, 'followers_count': 741638, 'follow_count': 746, 'cover_image_phone': 'https://tva1.sinaimg.cn/crop.0.0.640.640.640/549d0121tw1egm1kjly3jj20hs0hsq4f.jpg', 'avatar_hd': 'https://ww2.sinaimg.cn/orj480/5396ee05jw1ena6co8qiwj20sg0izjxd.jpg', 'like': False, 'like_me': False, 'badge': {'bind_taobao': 1, 'self_media': 1, 'dzwbqlx_2016': 1, 'follow_whitelist_video': 1, 'video_attention': 1, 'user_name_certificate': 1, 'worldcup_2018': 34, 'hongrenjie_2019': 1, 'hongbao_2020': 2}}"
"February 16, 2020",4.47266E+15,为森莫啊？microsoft rewards不能在大陆用 sad,zh,"{'id': 1779657041, 'screen_name': 'JiaqiGao', 'profile_image_url': 'https://tva3.sinaimg.cn/crop.0.2.636.636.180/6a136951jw8egxzadzuh9j20ho0hsjsn.jpg?KID=imgbed,tva&Expires=1583217153&ssig=qIRgnNaxc7', 'profile_url': 'https://m.weibo.cn/u/1779657041?uid=1779657041&luicode=10000011&lfid=100103type%3D1%26q%3DMicrosoft', 'statuses_count': 12530, 'verified': False, 'verified_type': -1, 'close_blue_v': False, 'description': '做个欲壑难填的二逼。', 'gender': 'f', 'mbtype': 0, 'urank': 14, 'mbrank': 0, 'follow_me': False, 'following': False, 'followers_count': 1040, 'follow_count': 317, 'cover_image_phone': 'https://tva3.sinaimg.cn/crop.0.0.640.640.640/bc5305c9jw1eznkept9w2j20yi0yi43m.jpg', 'avatar_hd': 'https://ww3.sinaimg.cn/orj480/6a136951jw8egxzadzuh9j20ho0hsjsn.jpg', 'like': False, 'like_me': False, 'badge': {'anniversary': 1, 'bind_taobao': 1, 'unread_pool': 1, 'unread_pool_ext': 1, 'dzwbqlx_2016': 1, 'panda': 1, 'user_name_certificate': 1, 'super_star_2018': 1, 'national_day_2018': 1, 'memorial_2018': 1, 'hongbaofei_2019': 1, 'china_2019': 1, 'hongkong_2019': 1, 'rrgyj_2019': 1, 'shouhuan_2019': 1, 'hongbao_2020': 2, 'feiyan_2020': 1, 'daka_2020': 1}}"
"February 19, 2020",4.47367E+15,好久不上BBC和CNN，最近发现打不开网页，一番尝试之后发现了微软的MSN门户网站提供聚合新闻服务，常见的NYT/WSJ都有，主要是不用FQ ，配合使用Microsoft Edge浏览器更佳！,zh,"{'id': 5611136453, 'screen_name': 'Robben0313', 'profile_image_url': 'https://tvax2.sinaimg.cn/crop.0.0.751.751.180/0067JKURly8garwei96l8j30kv0kvq43.jpg?KID=imgbed,tva&Expires=1583216973&ssig=lbct2GrHIf', 'profile_url': 'https://m.weibo.cn/u/5611136453?uid=5611136453&luicode=10000011&lfid=100103type%3D1%26q%3DMicrosoft', 'statuses_count': 122, 'verified': True, 'verified_type': 0, 'verified_type_ext': 0, 'verified_reason': '职场博主', 'close_blue_v': False, 'description': '人间体验收集者', 'gender': 'm', 'mbtype': 2, 'urank': 5, 'mbrank': 1, 'follow_me': False, 'following': False, 'followers_count': 100, 'follow_count': 41, 'cover_image_phone': 'https://tva1.sinaimg.cn/crop.0.0.640.640.640/9d44112bjw1f1xl1c10tuj20hs0hs0tw.jpg', 'avatar_hd': 'https://wx2.sinaimg.cn/orj480/0067JKURly8garwei96l8j30kv0kvq43.jpg', 'like': False, 'like_me': False, 'badge': {'bind_taobao': 1, 'unread_pool': 1, 'user_name_certificate': 1, 'hongbao_2020': 2}}"
"February 16, 2020",4.47271E+15,【Microsoft begins charming developers into supporting its dual-screen vision】 网页链接 微软开始吸引开发者支持其双屏界面开发 。,zh,"{'id': 1715118170, 'screen_name': '网路冷眼', 'profile_image_url': 'https://tva2.sinaimg.cn/crop.0.0.180.180.180/663aa05ajw1e8qgp5bmzyj2050050aa8.jpg?KID=imgbed,tva&Expires=1583217153&ssig=zb2jmGmuK1', 'profile_url': 'https://m.weibo.cn/u/1715118170?uid=1715118170&luicode=10000011&lfid=100103type%3D1%26q%3DMicrosoft', 'statuses_count': 69872, 'verified': True, 'verified_type': 0, 'verified_type_ext': 1, 'verified_reason': '知名互联网资讯博主 网路冷眼技术分享超话主持人 微博签约自媒体', 'close_blue_v': False, 'description': '本人微信公众号“网路冷眼”，敬请关注', 'gender': 'm', 'mbtype': 12, 'urank': 48, 'mbrank': 7, 'follow_me': False, 'following': False, 'followers_count': 942500, 'follow_count': 3793, 'cover_image_phone': 'https://tva1.sinaimg.cn/crop.0.0.640.640/549d0121tw1egm1kjly3jj20hs0hsq4f.jpg', 'avatar_hd': 'https://ww2.sinaimg.cn/orj480/663aa05ajw1e8qgp5bmzyj2050050aa8.jpg', 'like': False, 'like_me': False, 'badge': {'anniversary': 1, 'bind_taobao': 1, 'dzwbqlx_2016': 1, 'follow_whitelist_video': 1, 'video_attention': 1, 'user_name_certificate': 1, 'wenda_v2': 1, 'weibo_display_fans': 1, 'relation_display': 1, 'v_influence_2018': 1, 'hongbaofei_2019': 1, 'suishoupai_2019': 1, 'gongjiri_2019': 1, 'hongbao_2020': 2, 'feiyan_2020': 1, 'daka_2020': 1}}"
"February 16, 2020",4.47272E+15,pad上的Microsoft edge 基本保持每个月更新三次，而且对手机和平板都很好的兼容，你再看看腾讯浏览器和uc浏览器，国内大厂，一个9个月没更新，一个一年多没更新，这就是中国的互联网大公司 @腾讯公司 @UC @微软中国,zh,"{'id': 5599865769, 'screen_name': '易燃易爆的张力性气胸', 'profile_image_url': 'https://tva1.sinaimg.cn/crop.0.0.996.996.180/0066YsTDjw8f8me91m9j8j30ro0rpwfl.jpg?KID=imgbed,tva&Expires=1583217153&ssig=NL%2Broxyv%2BK', 'profile_url': 'https://m.weibo.cn/u/5599865769?uid=5599865769&luicode=10000011&lfid=100103type%3D1%26q%3DMicrosoft', 'statuses_count': 210, 'verified': False, 'verified_type': -1, 'close_blue_v': False, 'description': '', 'gender': 'm', 'mbtype': 2, 'urank': 9, 'mbrank': 1, 'follow_me': False, 'following': False, 'followers_count': 55, 'follow_count': 32, 'cover_image_phone': 'https://tva1.sinaimg.cn/crop.0.0.640.640.640/549d0121tw1egm1kjly3jj20hs0hsq4f.jpg', 'avatar_hd': 'https://ww1.sinaimg.cn/orj480/0066YsTDjw8f8me91m9j8j30ro0rpwfl.jpg', 'like': False, 'like_me': False, 'badge': {'bind_taobao': 1, 'unread_pool': 1, 'unread_pool_ext': 1, 'dzwbqlx_2016': 1, 'user_name_certificate': 1, 'hongbaofei_2019': 1, 'hongbao_2020': 2}}"
"February 16, 2020",4.4727E+15,@OneNote_MVP 请问win10创建标记打开后显示空白是什么情况？ 是因为microsoft未连接吗？ 我想要自定义标记 谢谢,zh,"{'id': 2127262553, 'screen_name': 'Phyllis_flis', 'profile_image_url': 'https://tvax4.sinaimg.cn/crop.0.0.751.751.180/7ecb7359ly8g4o1vai9jkj20kv0kv0u3.jpg?KID=imgbed,tva&Expires=1583217153&ssig=Z9iojsnkI5', 'profile_url': 'https://m.weibo.cn/u/2127262553?uid=2127262553&luicode=10000011&lfid=100103type%3D1%26q%3DMicrosoft', 'statuses_count': 479, 'verified': False, 'verified_type': -1, 'close_blue_v': False, 'description': 'Even a small star shines in the darkness.', 'gender': 'f', 'mbtype': 0, 'urank': 14, 'mbrank': 0, 'follow_me': False, 'following': False, 'followers_count': 135, 'follow_count': 276, 'cover_image_phone': 'https://tva3.sinaimg.cn/crop.0.0.640.640.640/a1d3feabjw1eca1gkmhz8j20hs0hswfn.jpg', 'avatar_hd': 'https://wx4.sinaimg.cn/orj480/7ecb7359ly8g4o1vai9jkj20kv0kv0u3.jpg', 'like': False, 'like_me': False, 'badge': {'bind_taobao': 1, 'unread_pool': 1, 'unread_pool_ext': 1, 'dzwbqlx_2016': 1, 'user_name_certificate': 1, 'suishoupai_2018': 8, 'qixi_2018': 1, 'fu_2019': 1, 'hongbao_2020': 2}}"
"February 16, 2020",4.47272E+15,Microsoft好踏马鸡肋??吐了,zh,"{'id': 3283765367, 'screen_name': '秋名山车神圈外女友', 'profile_image_url': 'https://tvax4.sinaimg.cn/crop.0.0.664.664.180/c3ba4877ly8gc919gq941j20ig0ihmxr.jpg?KID=imgbed,tva&Expires=1583217153&ssig=KyBDjaCIXl', 'profile_url': 'https://m.weibo.cn/u/3283765367?uid=3283765367&luicode=10000011&lfid=100103type%3D1%26q%3DMicrosoft', 'statuses_count': 2359, 'verified': True, 'verified_type': 0, 'verified_type_ext': 0, 'verified_reason': '中国音乐家协会音乐考级 钢琴拾级', 'close_blue_v': False, 'description': '追星博 王俊凯刘耀文丁程鑫黄景瑜               文鑫 签证 瑜洲', 'gender': 'f', 'mbtype': 2, 'urank': 9, 'mbrank': 1, 'follow_me': False, 'following': False, 'followers_count': 928, 'follow_count': 276, 'cover_image_phone': 'https://tva1.sinaimg.cn/crop.0.0.640.640.640/9d44112bjw1f1xl1c10tuj20hs0hs0tw.jpg', 'avatar_hd': 'https://wx4.sinaimg.cn/orj480/c3ba4877ly8gc919gq941j20ig0ihmxr.jpg', 'like': False, 'like_me': False, 'badge': {'bind_taobao': 1, 'unread_pool': 1, 'unread_pool_ext': 1, 'dzwbqlx_2016': 1, 'user_name_certificate': 1, 'wenda_v2': 1, 'suishoupai_2019': 6, 'hongrenjie_2019': 1, 'china_2019': 1, 'taohuayuan_2019': 1, 'dzwbqlx_2019': 1, 'rrgyj_2019': 1, 'wbzy_2019': 1, 'gongjiri_2019': 1, 'hongbao_2020': 2, 'kangyi_2020': 1}}"
"February 19, 2020",4.47372E+15,刚更新了word，竟然有了听写功能，666 试了下准确率不错～ #Microsoft Word听写功能# xiangxiang_19的微博视频,zh,"{'id': 6099640074, 'screen_name': 'xiangxiang_19', 'profile_image_url': 'https://tvax3.sinaimg.cn/crop.0.0.1080.1080.180/006ENt1wly8g9b6solmstj30u00u0dir.jpg?KID=imgbed,tva&Expires=1583216973&ssig=Qn4p%2BEPb5X', 'profile_url': 'https://m.weibo.cn/u/6099640074?uid=6099640074&luicode=10000011&lfid=100103type%3D1%26q%3DMicrosoft', 'statuses_count': 151, 'verified': False, 'verified_type': -1, 'close_blue_v': False, 'description': '安(??????????)', 'gender': 'f', 'mbtype': 11, 'urank': 4, 'mbrank': 4, 'follow_me': False, 'following': False, 'followers_count': 54, 'follow_count': 87, 'cover_image_phone': 'https://wx1.sinaimg.cn/crop.0.0.640.640.640/006ENt1wly1g09dj0sg0qj30u00u0dr5.jpg', 'avatar_hd': 'https://wx3.sinaimg.cn/orj480/006ENt1wly8g9b6solmstj30u00u0dir.jpg', 'like': False, 'like_me': False, 'badge': {'bind_taobao': 1, 'user_name_certificate': 1, 'hongbaofei_2019': 1, 'shuang11_2019': 1, 'hongbao_2020': 2}}"
"February 16, 2020",4.47273E+15,在家办公最大的问题还是网络的问题（呵呵21世纪了还陷在这种问题里你就说可悲不可悲），时有时无，飘忽不定的内网真的神烦！每天花在辛苦联网、不断重启、和Microsoft死磕这件事上的时间累计超过2小时了都！经常关键时刻断掉，再连上感觉都要明天了，暴脾气真的会被急哭！ 办公时间界限真 ... 全文,zh,"{'id': 2133547871, 'screen_name': 'AmniesVerit', 'profile_image_url': 'https://tva2.sinaimg.cn/crop.0.0.640.640.180/7f2b5b5fjw8eb85dbh789j20hs0hsabf.jpg?KID=imgbed,tva&Expires=1583217117&ssig=RlZlME%2F%2BHN', 'profile_url': 'https://m.weibo.cn/u/2133547871?uid=2133547871&luicode=10000011&lfid=100103type%3D1%26q%3DMicrosoft', 'statuses_count': 2500, 'verified': False, 'verified_type': -1, 'close_blue_v': False, 'description': ""??Un suicide elegant est I'oeuvre d'art finale."", 'gender': 'f', 'mbtype': 13, 'urank': 14, 'mbrank': 6, 'follow_me': False, 'following': False, 'followers_count': 556, 'follow_count': 412, 'cover_image_phone': 'https://tva2.sinaimg.cn/crop.0.0.640.640.640/7f2b5b5fjw1epns4jj3y9j20hs0htgmh.jpg', 'avatar_hd': 'https://ww2.sinaimg.cn/orj480/7f2b5b5fjw8eb85dbh789j20hs0hsabf.jpg', 'like': False, 'like_me': False, 'badge': {'bind_taobao': 1, 'unread_pool': 1, 'unread_pool_ext': 1, 'dzwbqlx_2016': 1, 'super_star_2017': 1, 'panda': 1, 'user_name_certificate': 1, 'hongbao_2020': 2}}"
"February 19, 2020",4.47373E+15,还是比预想来的快，奇妙清单再见。 上次通知Wunderlist停止更新就去下了Microsoft to-do，功能少不好用，惋惜。 被收购就是逃不过停用的命运 转移数据ing,zh,"{'id': 1292266285, 'screen_name': '__銅板轉動', 'profile_image_url': 'https://tvax3.sinaimg.cn/crop.0.0.750.750.180/4d066b2dly8fpsechfi1bj20ku0kuq3u.jpg?KID=imgbed,tva&Expires=1583216973&ssig=AWeKdNErwe', 'profile_url': 'https://m.weibo.cn/u/1292266285?uid=1292266285&luicode=10000011&lfid=100103type%3D1%26q%3DMicrosoft', 'statuses_count': 13014, 'verified': False, 'verified_type': -1, 'close_blue_v': False, 'description': '勇敢/健康/独立/观照生命', 'gender': 'f', 'mbtype': 12, 'urank': 48, 'mbrank': 6, 'follow_me': False, 'following': False, 'followers_count': 620, 'follow_count': 1665, 'cover_image_phone': 'https://tva3.sinaimg.cn/crop.0.0.640.640.640/4d066b2djw1f12qertlyjj20ku0kumzy.jpg', 'avatar_hd': 'https://wx3.sinaimg.cn/orj480/4d066b2dly8fpsechfi1bj20ku0kuq3u.jpg', 'like': False, 'like_me': False, 'badge': {'bind_taobao': 1, 'unread_pool': 1, 'unread_pool_ext': 1, 'dzwbqlx_2016': 1, 'league_badge': 1, 'super_star_2017': 1, 'travel_2017': 1, 'panda': 1, 'user_name_certificate': 1, 'suishoupai_2018': 6, 'wenchuan_10th': 1, 'worldcup_2018': 33, 'dailv_2018': 6, 'qixi_2018': 1, 'national_day_2018': 1, 'double11_2018': 1, 'wbzy_2018': 1, 'hongbaofei_2019': 1, 'fu_2019': 1, 'womensday_2018': 1, 'suishoupai_2019': 2, 'wusi_2019': 1, 'hongrenjie_2019': 1, 'dailv_2019': 1, 'china_2019': 1, 'hongkong_2019': 1, 'dzwbqlx_2019': 1, 'rrgyj_2019': 1, 'family_2019': 1, 'shuang11_2019': 1, 'wbzy_2019': 1, 'gongjiri_2019': 1, 'hongbao_2020': 1, 'feiyan_2020': 1, 'hope_2020': 1, 'kangyi_2020': 1}}"
"February 19, 2020",4.47374E+15,看到 #Windows 10X# 的模拟器和产品宣传图，觉得如果真的有搭载新系统并具备这样的折叠双屏ID设计的 #surface# （Surface Neo和Surface Duo感觉还差点意思），那将是继 #Microsoft Surface Studio# 之后，个人认为在工业设计领域狂甩苹果的第二款产品。,zh,"{'id': 1847647565, 'screen_name': '上将豪_iDarren', 'profile_image_url': 'https://tva1.sinaimg.cn/crop.5.3.561.561.180/6e20dd4dgw1ee893acjvhj20fs0fswgk.jpg?KID=imgbed,tva&Expires=1583216973&ssig=UK7ftmEXXW', 'profile_url': 'https://m.weibo.cn/u/1847647565?uid=1847647565&luicode=10000011&lfid=100103type%3D1%26q%3DMicrosoft', 'statuses_count': 1095, 'verified': False, 'verified_type': -1, 'close_blue_v': False, 'description': 'To be a man of few words, but those words will count, and so will the actions.', 'gender': 'm', 'mbtype': 0, 'urank': 27, 'mbrank': 0, 'follow_me': False, 'following': False, 'followers_count': 73, 'follow_count': 162, 'cover_image_phone': 'https://tva4.sinaimg.cn/crop.0.0.640.640/6cf8d7ebjw1ehfr60whp7j20hs0hsacf.jpg', 'avatar_hd': 'https://ww1.sinaimg.cn/orj480/6e20dd4dgw1ee893acjvhj20fs0fswgk.jpg', 'like': False, 'like_me': False, 'badge': {'bind_taobao': 1, 'unread_pool': 1, 'unread_pool_ext': 1, 'travel_2017': 1, 'user_name_certificate': 1, 'wenda_v2': 1, 'dailv_2018': 4, 'hongbao_2020': 2, 'feiyan_2020': 1, 'daka_2020': 1}}"
"February 19, 2020",4.47376E+15,今日心得:Microsoft Onenote用来做笔记真好用 溧阳市,zh,"{'id': 2340754912, 'screen_name': 'iamshwang', 'profile_image_url': 'https://tvax1.sinaimg.cn/crop.0.0.1080.1080.180/8b8515e0ly8gbxl69f1irj20u00u0n2x.jpg?KID=imgbed,tva&Expires=1583216973&ssig=SLgfrDbs97', 'profile_url': 'https://m.weibo.cn/u/2340754912?uid=2340754912&luicode=10000011&lfid=100103type%3D1%26q%3DMicrosoft', 'statuses_count': 512, 'verified': False, 'verified_type': -1, 'close_blue_v': False, 'description': '爱学习', 'gender': 'm', 'mbtype': 11, 'urank': 28, 'mbrank': 1, 'follow_me': False, 'following': False, 'followers_count': 730, 'follow_count': 361, 'cover_image_phone': 'https://tva1.sinaimg.cn/crop.0.0.640.640.640/549d0121tw1egm1kjly3jj20hs0hsq4f.jpg', 'avatar_hd': 'https://wx1.sinaimg.cn/orj480/8b8515e0ly8gbxl69f1irj20u00u0n2x.jpg', 'like': False, 'like_me': False, 'badge': {'bind_taobao': 1, 'dailv': 1, 'unread_pool': 1, 'unread_pool_ext': 1, 'dzwbqlx_2016': 1, 'user_name_certificate': 1, 'super_star_2018': 1, 'womensday_2018': 1, 'china_2019': 1, 'hongbao_2020': 2}}"
"February 19, 2020",4.47375E+15,不光是github 连docs.microsoft.com也被墙了 代码不抄哪来生产力,zh,"{'id': 2686332432, 'screen_name': 'weqan', 'profile_image_url': 'https://tvax2.sinaimg.cn/crop.0.0.664.664.180/a01e2e10ly8g9uzl47rxgj20ig0ig3zm.jpg?KID=imgbed,tva&Expires=1583216973&ssig=3nxLeKnM1C', 'profile_url': 'https://m.weibo.cn/u/2686332432?uid=2686332432&luicode=10000011&lfid=100103type%3D1%26q%3DMicrosoft', 'statuses_count': 884, 'verified': False, 'verified_type': -1, 'close_blue_v': False, 'description': 'yxyx', 'gender': 'm', 'mbtype': 0, 'urank': 32, 'mbrank': 0, 'follow_me': False, 'following': False, 'followers_count': 470, 'follow_count': 417, 'cover_image_phone': 'https://tva1.sinaimg.cn/crop.0.0.640.640.640/549d0121tw1egm1kjly3jj20hs0hsq4f.jpg', 'avatar_hd': 'https://wx2.sinaimg.cn/orj480/a01e2e10ly8g9uzl47rxgj20ig0ig3zm.jpg', 'like': False, 'like_me': False, 'badge': {'unread_pool': 1, 'unread_pool_ext': 1, 'dzwbqlx_2016': 1, 'panda': 1, 'user_name_certificate': 1, 'qixi_2018': 1, 'double11_2018': 1, 'hongbaofei_2019': 1, 'suishoupai_2019': 1, 'hongrenjie_2019': 1, 'hongbao_2020': 2, 'feiyan_2020': 1}}"
