,created_at,member_id,screen_name,text,textLength,verified_type,user_description,user
66,2020-02-21,4474555685402322,金沅宝Gold,这个会对黑色产生啥影响呢？ #期货# #股市# #螺纹钢# #铁矿石# #PTA# #豆粕# #原油# #苹果# #菜粕#,94,0,没有时间谈共振，离开突破谈背离,"{'id': 2782068241, 'screen_name': '金沅宝Gold', 'profile_image_url': 'https://tva2.sinaimg.cn/crop.1.0.404.404.180/a5d2fe11jw1ew4jvbye9vj20bb0hqn0m.jpg?KID=imgbed,tva&Expires=1583220135&ssig=jO5PjlEriJ', 'profile_url': 'https://m.weibo.cn/u/2782068241?uid=2782068241&luicode=10000011&lfid=100103type%3D1%26q%3D%23%E8%8B%B9%E6%9E%9C%23', 'statuses_count': 16958, 'verified': True, 'verified_type': 0, 'verified_type_ext': 0, 'verified_reason': '财经博主', 'close_blue_v': False, 'description': '没有时间谈共振，离开突破谈背离', 'gender': 'm', 'mbtype': 0, 'urank': 14, 'mbrank': 0, 'follow_me': False, 'following': False, 'followers_count': 7359, 'follow_count': 245, 'cover_image_phone': 'https://tva1.sinaimg.cn/crop.0.0.640.640.640/549d0121tw1egm1kjly3jj20hs0hsq4f.jpg', 'avatar_hd': 'https://ww2.sinaimg.cn/orj480/a5d2fe11jw1ew4jvbye9vj20bb0hqn0m.jpg', 'like': False, 'like_me': False, 'badge': {'bind_taobao': 1, 'unread_pool': 1, 'unread_pool_ext': 1, 'dzwbqlx_2016': 1, 'follow_whitelist_video': 1, 'super_star_2017': 1, 'panda': 1, 'user_name_certificate': 1, 'suishoupai_2018': 1, 'wenchuan_10th': 1, 'wenda_v2': 1, 'national_day_2018': 1, 'hongbaofei_2019': 1, 'china_2019': 1, 'hongkong_2019': 1, 'gongjiri_2019': 1, 'hongbao_2020': 2, 'feiyan_2020': 1}}"
67,2020-02-21,4474380287054931,WALKMANCK,#vlog# #电脑# #笔记本电脑# #苹果# #Mac# 其实我一直很好奇，苹果的最低配置MacBook Pro 13看着账面参数那么不起眼，但是还卖那么贵，它到底能做什么呢！？ 所以今年CK就带大家来体验下2019款最低配置的MacBook Pro 13能做啥。当然传统艺能的跑分我就不弄了，直接看实际它到底能用来做什么吧！ 你们 ... 全文,431,0,BE MOVED,"{'id': 3902804989, 'screen_name': 'WALKMANCK', 'profile_image_url': 'https://tvax3.sinaimg.cn/crop.0.0.1080.1080.180/e8a013fdly8g2usvwugkej20u00u0ta2.jpg?KID=imgbed,tva&Expires=1583220135&ssig=ZCY78Tl%2Fi%2B', 'profile_url': 'https://m.weibo.cn/u/3902804989?uid=3902804989&luicode=10000011&lfid=100103type%3D1%26q%3D%23%E8%8B%B9%E6%9E%9C%23', 'statuses_count': 1658, 'verified': True, 'verified_type': 0, 'verified_type_ext': 0, 'verified_reason': '摄影博主 数码视频自媒体', 'close_blue_v': False, 'description': 'BE MOVED', 'gender': 'm', 'mbtype': 11, 'urank': 32, 'mbrank': 4, 'follow_me': False, 'following': False, 'followers_count': 17566, 'follow_count': 200, 'cover_image_phone': 'https://wx2.sinaimg.cn/crop.0.0.640.640.640/e8a013fdgy1fxyl4rzau5j20yi0yik15.jpg', 'avatar_hd': 'https://wx3.sinaimg.cn/orj480/e8a013fdly8g2usvwugkej20u00u0ta2.jpg', 'like': False, 'like_me': False, 'badge': {'bind_taobao': 1, 'unread_pool': 1, 'unread_pool_ext': 1, 'user_name_certificate': 1, 'qixi_2018': 1, 'hongrenjie_2019': 1, 'dailv_2019': 1, 'china_2019': 1, 'dzwbqlx_2019': 1, 'hongbao_2020': 2}}"
68,2020-02-21,4474410180488181,乐特数码评测,有推特用户曝光了全新13英寸MacBook Pro配置信息，该机将搭载Intel第十代 i7-1068NG7 Ice Lake 处理器，主频2.3GHz，可以睿频至4.1GHz；最高选配32GB RAM内存，2TB SSD硬盘。 #苹果#,177,0,LotteVision Vlog旗下官方数码账号。 评测及合作，请私信。,"{'id': 6269818591, 'screen_name': '乐特数码评测', 'profile_image_url': 'https://tvax2.sinaimg.cn/crop.0.0.512.512.180/006Qjwejly8g5h56kizwpj30e80e8t9y.jpg?KID=imgbed,tva&Expires=1583220135&ssig=Ic973zKTTT', 'profile_url': 'https://m.weibo.cn/u/6269818591?uid=6269818591&luicode=10000011&lfid=100103type%3D1%26q%3D%23%E8%8B%B9%E6%9E%9C%23', 'statuses_count': 1735, 'verified': True, 'verified_type': 0, 'verified_type_ext': 0, 'verified_reason': '音乐博主 音乐视频自媒体', 'close_blue_v': False, 'description': 'LotteVision Vlog旗下官方数码账号。 评测及合作，请私信。', 'gender': 'm', 'mbtype': 2, 'urank': 24, 'mbrank': 2, 'follow_me': False, 'following': False, 'followers_count': 87181, 'follow_count': 367, 'cover_image_phone': 'https://tva1.sinaimg.cn/crop.0.0.640.640.640/549d0121tw1egm1kjly3jj20hs0hsq4f.jpg', 'avatar_hd': 'https://wx2.sinaimg.cn/orj480/006Qjwejly8g5h56kizwpj30e80e8t9y.jpg', 'like': False, 'like_me': False, 'badge': {'travel_2017': 1, 'user_name_certificate': 1, 'wenda_v2': 1, 'hongrenjie_2019': 1, 'hongbao_2020': 2}}"
69,2020-02-21,4474394569065640,Repubblicca,据《电子时报》最新披露， #苹果# 正在开发所谓的Lite版AirPods Pro--AirPods Pro Lite。从该网站上的一些新闻片段可以看出，一款全新的AirPods可能很快就会推出，并且还可能是更加便宜的Lite版。在此之前，苹果于周二发布的一份报告显示， #AirPods Pro# 的入门级版本仍将会推出。,257,0,忽忆往之不尽，觉来者之无穷。乃瞻寰宇以观其广，望赤羽之不息。,"{'id': 1928647261, 'screen_name': 'Repubblicca', 'profile_image_url': 'https://tva4.sinaimg.cn/crop.0.0.720.720.180/72f4d25djw8etiqh2v6jrj20k00k03z7.jpg?KID=imgbed,tva&Expires=1583220135&ssig=Mxpo5KuYB7', 'profile_url': 'https://m.weibo.cn/u/1928647261?uid=1928647261&luicode=10000011&lfid=100103type%3D1%26q%3D%23%E8%8B%B9%E6%9E%9C%23', 'statuses_count': 3750, 'verified': True, 'verified_type': 0, 'verified_type_ext': 0, 'verified_reason': '头条文章作者', 'close_blue_v': False, 'description': '忽忆往之不尽，觉来者之无穷。乃瞻寰宇以观其广，望赤羽之不息。', 'gender': 'm', 'mbtype': 11, 'urank': 26, 'mbrank': 1, 'follow_me': False, 'following': False, 'followers_count': 100101, 'follow_count': 231, 'cover_image_phone': 'https://tva4.sinaimg.cn/crop.0.0.640.640.640/638f41a8jw1ewj858xp05j20hs0hs77s.jpg', 'avatar_hd': 'https://ww4.sinaimg.cn/orj480/72f4d25djw8etiqh2v6jrj20k00k03z7.jpg', 'like': False, 'like_me': False, 'badge': {'bind_taobao': 1, 'unread_pool': 1, 'unread_pool_ext': 1, 'user_name_certificate': 1, 'hongbaofei_2019': 1, 'hongrenjie_2019': 1, 'hongbao_2020': 2}}"
70,2020-02-21,4474225299395764,SUPER创投,奥，美股跳水 $苹果 AAPL$,30,0,宏观经济研究员 K线精美形态学创作者,"{'id': 1352269764, 'screen_name': 'SUPER创投', 'profile_image_url': 'https://tvax1.sinaimg.cn/crop.0.0.512.512.180/5099ffc4ly8gbo8bbjdm8j20e80e874b.jpg?KID=imgbed,tva&Expires=1583220135&ssig=YF4rpScndU', 'profile_url': 'https://m.weibo.cn/u/1352269764?uid=1352269764&luicode=10000011&lfid=100103type%3D1%26q%3D%23%E8%8B%B9%E6%9E%9C%23', 'statuses_count': 6068, 'verified': True, 'verified_type': 0, 'verified_type_ext': 0, 'verified_reason': '知名财经博主 头条文章作者', 'close_blue_v': False, 'description': '宏观经济研究员 K线精美形态学创作者', 'gender': 'm', 'mbtype': 12, 'urank': 40, 'mbrank': 6, 'follow_me': False, 'following': False, 'followers_count': 141587, 'follow_count': 116, 'cover_image_phone': 'https://wx1.sinaimg.cn/crop.0.0.640.640.640/523c27d3ly1fwekkvd986j20v90v9dor.jpg', 'avatar_hd': 'https://wx1.sinaimg.cn/orj480/5099ffc4ly8gbo8bbjdm8j20e80e874b.jpg', 'like': False, 'like_me': False, 'badge': {'bind_taobao': 1, 'unread_pool': 1, 'unread_pool_ext': 1, 'dzwbqlx_2016': 1, 'panda': 1, 'user_name_certificate': 1, 'suishoupai_2018': 2, 'super_star_2018': 1, 'worldcup_2018': 34, 'wenda_v2': 1, 'qixi_2018': 1, 'weibo_display_fans': 1, 'relation_display': 1, 'hongbaofei_2019': 1, 'status_visible': 1, 'china_2019': 1, 'hongkong_2019': 1, 'hongbao_2020': 2}}"
72,2020-02-21,4474207838369399,公民周周,受疫情影响 苹果可能会错过春季廉价版iPhone量产计划！ 据国外媒体近日报道，苹果可能会推迟原定于今年春季发布的廉价版iPhone量产计划。 该公司在2月17日公布的2020年第二财报预测中表示，由于受到中国新型冠状病毒肺炎的影响，该公司不太可能实现第二财季销售预期。 该媒体援引消息人士的话称，廉 ... 全文,675,0,旗未动，风也未吹，是人的心自己在动！,"{'id': 2398718447, 'screen_name': '公民周周', 'profile_image_url': 'https://tvax3.sinaimg.cn/crop.0.0.750.750.180/8ef989efly8gb9xkk4qoej20ku0kumxq.jpg?KID=imgbed,tva&Expires=1583220135&ssig=MYCgY1vvf4', 'profile_url': 'https://m.weibo.cn/u/2398718447?uid=2398718447&luicode=10000011&lfid=100103type%3D1%26q%3D%23%E8%8B%B9%E6%9E%9C%23', 'statuses_count': 3105, 'verified': True, 'verified_type': 0, 'verified_type_ext': 0, 'verified_reason': '数码博主', 'close_blue_v': False, 'description': '旗未动，风也未吹，是人的心自己在动！', 'gender': 'm', 'mbtype': 12, 'urank': 41, 'mbrank': 6, 'follow_me': False, 'following': False, 'followers_count': 106951, 'follow_count': 2135, 'cover_image_phone': 'https://wx2.sinaimg.cn/crop.0.0.640.640.640/9b6feba7ly1fubtu3qbocj20yi0yi76b.jpg', 'avatar_hd': 'https://wx3.sinaimg.cn/orj480/8ef989efly8gb9xkk4qoej20ku0kumxq.jpg', 'like': False, 'like_me': False, 'badge': {'bind_taobao': 1, 'dzwbqlx_2016': 1, 'user_name_certificate': 1, 'suishoupai_2018': 1, 'super_star_2018': 1, 'wenda_v2': 1, 'dailv_2018': 1, 'meilizhongguo_2018': 1, 'national_day_2018': 1, 'double11_2018': 1, 'weibo_display_fans': 1, 'relation_display': 1, 'wbzy_2018': 1, 'hongbaofei_2019': 1, 'hongrenjie_2019': 1, 'china_2019': 1, 'gongjiri_2019': 1, 'hongbao_2020': 2}}"
73,2020-02-21,4474198506053479,小小甘577,#攝影# #后期# #小甘超级喜欢# #南宁# #苹果# #iOS# iphoneSE   情怀·小钢炮！我的爱！ 南宁,102,-1,摄影师  约拍 +WeChat:ws954230762,"{'id': 5315909337, 'screen_name': '小小甘577', 'profile_image_url': 'https://tvax3.sinaimg.cn/crop.0.0.996.996.180/005NL0Rbly8fne2t6io28j30ro0rojsb.jpg?KID=imgbed,tva&Expires=1583220135&ssig=P1lQzDAGfx', 'profile_url': 'https://m.weibo.cn/u/5315909337?uid=5315909337&luicode=10000011&lfid=100103type%3D1%26q%3D%23%E8%8B%B9%E6%9E%9C%23', 'statuses_count': 1117, 'verified': False, 'verified_type': -1, 'close_blue_v': False, 'description': '摄影师  约拍 +WeChat:ws954230762', 'gender': 'm', 'mbtype': 11, 'urank': 34, 'mbrank': 6, 'follow_me': False, 'following': False, 'followers_count': 1498, 'follow_count': 675, 'cover_image_phone': 'https://tva1.sinaimg.cn/crop.0.0.640.640.640/549d0121tw1egm1kjly3jj20hs0hsq4f.jpg', 'avatar_hd': 'https://wx3.sinaimg.cn/orj480/005NL0Rbly8fne2t6io28j30ro0rojsb.jpg', 'like': False, 'like_me': False, 'badge': {'bind_taobao': 1, 'unread_pool': 1, 'unread_pool_ext': 1, 'dzwbqlx_2016': 1, 'travel_2017': 1, 'panda': 1, 'user_name_certificate': 1, 'suishoupai_2018': 1, 'hongbaofei_2019': 1, 'suishoupai_2019': 7, 'dailv_2019': 1, 'china_2019': 1, 'hongbao_2020': 2}}"
74,2020-02-20,4474152188879023,K爷壁纸君,#苹果# 2月17日中午自己苹果账号被泄露被盗刷22笔348元费用，苹果公司没有任何冷冻或者安全风险提示，本人第一时间转移剩下的钱款和解绑银行卡还有没有阻止后续订单的操作，本人第一时间找苹果公司申请退款但是以“不符合退款标准”为由拒绝本人的申请，而后转接高级主管还是被拒绝，没有理由，以系统 ... 全文,1164,-1,壁纸➕喂❤：Gas1999- 感谢亲们的关注哦，海量壁纸定期更新，留下你们的大拇哥和评论吧，多多关注哦❤️,"{'id': 5172162764, 'screen_name': 'K爷壁纸君', 'profile_image_url': 'https://tvax4.sinaimg.cn/crop.0.0.1080.1080.180/005E1RO4ly8g4lo8tpr94j30u00u00vu.jpg?KID=imgbed,tva&Expires=1583220135&ssig=yGrZNSR4qW', 'profile_url': 'https://m.weibo.cn/u/5172162764?uid=5172162764&luicode=10000011&lfid=100103type%3D1%26q%3D%23%E8%8B%B9%E6%9E%9C%23', 'statuses_count': 51, 'verified': False, 'verified_type': -1, 'close_blue_v': False, 'description': '壁纸➕喂❤：Gas1999- 感谢亲们的关注哦，海量壁纸定期更新，留下你们的大拇哥和评论吧，多多关注哦❤️', 'gender': 'f', 'mbtype': 2, 'urank': 14, 'mbrank': 1, 'follow_me': False, 'following': False, 'followers_count': 141, 'follow_count': 168, 'cover_image_phone': 'https://tva1.sinaimg.cn/crop.0.0.640.640.640/9d44112bjw1f1xl1c10tuj20hs0hs0tw.jpg', 'avatar_hd': 'https://wx4.sinaimg.cn/orj480/005E1RO4ly8g4lo8tpr94j30u00u00vu.jpg', 'like': False, 'like_me': False, 'badge': {'bind_taobao': 1, 'unread_pool': 1, 'unread_pool_ext': 1, 'dzwbqlx_2016': 1, 'user_name_certificate': 1, 'wenda_v2': 1}}"
75,2020-02-20,4474102419023935,大菊在路上,🍎西湖Apple Store零售店 #杭州# #苹果# 杭州·Apple(西湖店),58,0,一位总是在路上的不知名摄影师,"{'id': 5537600477, 'screen_name': '大菊在路上', 'profile_image_url': 'https://tvax1.sinaimg.cn/crop.0.0.600.600.180/0062LcQJly8fuihjtxquij30go0gojvb.jpg?KID=imgbed,tva&Expires=1583220167&ssig=GU%2BfNOIYz7', 'profile_url': 'https://m.weibo.cn/u/5537600477?uid=5537600477&luicode=10000011&lfid=100103type%3D1%26q%3D%23%E8%8B%B9%E6%9E%9C%23', 'statuses_count': 193, 'verified': True, 'verified_type': 0, 'verified_type_ext': 0, 'verified_reason': '飞猪旅行家 去哪儿网聪明旅行家 马蜂窝攻略作者', 'close_blue_v': False, 'description': '一位总是在路上的不知名摄影师', 'gender': 'm', 'mbtype': 2, 'urank': 27, 'mbrank': 2, 'follow_me': False, 'following': False, 'followers_count': 104589, 'follow_count': 764, 'cover_image_phone': 'https://tva1.sinaimg.cn/crop.0.0.640.640.640/9d44112bjw1f1xl1c10tuj20hs0hs0tw.jpg', 'avatar_hd': 'https://wx1.sinaimg.cn/orj480/0062LcQJly8fuihjtxquij30go0gojvb.jpg', 'like': False, 'like_me': False, 'badge': {'unread_pool': 1, 'unread_pool_ext': 1, 'dzwbqlx_2016': 1, 'user_name_certificate': 1, 'dailv_2018': 7, 'hongrenjie_2019': 1, 'dzwbqlx_2019': 1, 'hongbao_2020': 2}}"
76,2020-02-20,4474086207607536,FuturesMa,「注：本文部分图片内容来源于网络（评论）！关注FuturesMa，每天阅读更多有价值内容」 #苹果# 苹果主力2005合约上方存在缺口，午前空头减仓离场，助推期价大幅反弹，最高攀至近三周高位，但随后涨幅出现一定程度缩水。午后“聪明钱”追捧，该合约升幅再度突破3%。 随着企业陆续复工复产，物流运输限制 ... 全文,596,0,专注实战分析 解读热点消息,"{'id': 1652988101, 'screen_name': 'FuturesMa', 'profile_image_url': 'https://tvax1.sinaimg.cn/crop.0.0.1002.1002.180/628698c5ly8gat07vru0pj20ru0rujsm.jpg?KID=imgbed,tva&Expires=1583220167&ssig=J2eUHiVNTu', 'profile_url': 'https://m.weibo.cn/u/1652988101?uid=1652988101&luicode=10000011&lfid=100103type%3D1%26q%3D%23%E8%8B%B9%E6%9E%9C%23', 'statuses_count': 531, 'verified': True, 'verified_type': 0, 'verified_type_ext': 0, 'verified_reason': '青岛力天网络通信有限公司 总经理', 'close_blue_v': False, 'description': '专注实战分析 解读热点消息', 'gender': 'm', 'mbtype': 12, 'urank': 9, 'mbrank': 4, 'follow_me': False, 'following': False, 'followers_count': 3308, 'follow_count': 300, 'cover_image_phone': 'https://tva1.sinaimg.cn/crop.0.0.640.640.640/549d0121tw1egm1kjly3jj20hs0hsq4f.jpg', 'avatar_hd': 'https://wx1.sinaimg.cn/orj480/628698c5ly8gat07vru0pj20ru0rujsm.jpg', 'like': False, 'like_me': False, 'badge': {'bind_taobao': 1, 'unread_pool': 1, 'user_name_certificate': 1, 'wenda_v2': 1, 'china_2019': 1, 'hongbao_2020': 2, 'feiyan_2020': 1}}"
77,2020-02-20,4474085809138686,文丰丶黑罗,#苹果期货# #苹果# #期货# #财经# #苹果2005# 【苹果2005】匪徒指标实时信号提示。2月17号午盘开盘指标变红色开始，做多信号出现。一波流畅的多头行情由此展开。拥有指标的朋友，同时又喜欢做苹果的朋友监测到信号就是暴赚！有根据信号进场做单的朋友。直到今天下午收盘已经有337个点的利润。盘中最高利润点 ... 全文,354,0,需要了解匪徒指标的朋友，可以加我本人微信：QHFT6868,"{'id': 3851933350, 'screen_name': '文丰丶黑罗', 'profile_image_url': 'https://tvax4.sinaimg.cn/crop.26.190.1033.1033.180/e597d6a6ly8fshpmd95vrj20u014ggmi.jpg?KID=imgbed,tva&Expires=1583220167&ssig=VSInp42dZG', 'profile_url': 'https://m.weibo.cn/u/3851933350?uid=3851933350&luicode=10000011&lfid=100103type%3D1%26q%3D%23%E8%8B%B9%E6%9E%9C%23', 'statuses_count': 1254, 'verified': True, 'verified_type': 0, 'verified_type_ext': 0, 'verified_reason': '财经博主', 'close_blue_v': False, 'description': '需要了解匪徒指标的朋友，可以加我本人微信：QHFT6868', 'gender': 'm', 'mbtype': 2, 'urank': 9, 'mbrank': 1, 'follow_me': False, 'following': False, 'followers_count': 463, 'follow_count': 207, 'cover_image_phone': 'https://tva1.sinaimg.cn/crop.0.0.640.640.640/549d0121tw1egm1kjly3jj20hs0hsq4f.jpg', 'avatar_hd': 'https://wx4.sinaimg.cn/orj480/e597d6a6ly8fshpmd95vrj20u014ggmi.jpg', 'like': False, 'like_me': False, 'badge': {'bind_taobao': 1, 'unread_pool': 1, 'unread_pool_ext': 1, 'super_star_2017': 1, 'user_name_certificate': 1}}"
78,2020-02-20,4474077647887674,公民周周,外国人手机多长时间换一次？可能与中国的差距太大！ 现在，手机已成为每个人都无法缺少的产品。由于我们越来越频繁地使用手机，因此手机的寿命越来越短，因此更换手机已成为我们理所当然的事情。 我国的消费者越来越快地改变手机的频率，最初，是用多年之后才会更换手机现在，他们开始每月使用手机， ... 全文,786,0,旗未动，风也未吹，是人的心自己在动！,"{'id': 2398718447, 'screen_name': '公民周周', 'profile_image_url': 'https://tvax3.sinaimg.cn/crop.0.0.750.750.180/8ef989efly8gb9xkk4qoej20ku0kumxq.jpg?KID=imgbed,tva&Expires=1583220167&ssig=V4nn0CncMQ', 'profile_url': 'https://m.weibo.cn/u/2398718447?uid=2398718447&luicode=10000011&lfid=100103type%3D1%26q%3D%23%E8%8B%B9%E6%9E%9C%23', 'statuses_count': 3105, 'verified': True, 'verified_type': 0, 'verified_type_ext': 0, 'verified_reason': '数码博主', 'close_blue_v': False, 'description': '旗未动，风也未吹，是人的心自己在动！', 'gender': 'm', 'mbtype': 12, 'urank': 41, 'mbrank': 6, 'follow_me': False, 'following': False, 'followers_count': 106951, 'follow_count': 2135, 'cover_image_phone': 'https://wx2.sinaimg.cn/crop.0.0.640.640.640/9b6feba7ly1fubtu3qbocj20yi0yi76b.jpg', 'avatar_hd': 'https://wx3.sinaimg.cn/orj480/8ef989efly8gb9xkk4qoej20ku0kumxq.jpg', 'like': False, 'like_me': False, 'badge': {'bind_taobao': 1, 'dzwbqlx_2016': 1, 'user_name_certificate': 1, 'suishoupai_2018': 1, 'super_star_2018': 1, 'wenda_v2': 1, 'dailv_2018': 1, 'meilizhongguo_2018': 1, 'national_day_2018': 1, 'double11_2018': 1, 'weibo_display_fans': 1, 'relation_display': 1, 'wbzy_2018': 1, 'hongbaofei_2019': 1, 'hongrenjie_2019': 1, 'china_2019': 1, 'gongjiri_2019': 1, 'hongbao_2020': 2}}"
79,2020-02-20,4474075013608046,Microsoft大爆炸,#股市# MSFT 和 APPL 的博弈：轮流做老大 #微软# #苹果#,58,0,0,"{'id': 3190674855, 'screen_name': 'Microsoft大爆炸', 'profile_image_url': 'https://tvax3.sinaimg.cn/crop.0.0.1080.1080.180/be2dd5a7ly8g923hrlguhj20u00u0dhv.jpg?KID=imgbed,tva&Expires=1583220167&ssig=OdGC0qr3UU', 'profile_url': 'https://m.weibo.cn/u/3190674855?uid=3190674855&luicode=10000011&lfid=100103type%3D1%26q%3D%23%E8%8B%B9%E6%9E%9C%23', 'statuses_count': 1447, 'verified': True, 'verified_type': 0, 'verified_type_ext': 0, 'verified_reason': '数码博主 微软超话主持人 微博原创视频博主', 'close_blue_v': False, 'description': '', 'gender': 'f', 'mbtype': 12, 'urank': 39, 'mbrank': 6, 'follow_me': False, 'following': False, 'followers_count': 170910, 'follow_count': 85, 'cover_image_phone': 'https://tva1.sinaimg.cn/crop.0.0.640.640.640/549d0121tw1egm1kjly3jj20hs0hsq4f.jpg', 'avatar_hd': 'https://wx3.sinaimg.cn/orj480/be2dd5a7ly8g923hrlguhj20u00u0dhv.jpg', 'like': False, 'like_me': False, 'badge': {'gongyi_level': 1, 'bind_taobao': 1, 'unread_pool': 1, 'unread_pool_ext': 1, 'video_attention': 4, 'panda': 1, 'user_name_certificate': 1, 'wenda_v2': 1, 'weibo_display_fans': 1, 'relation_display': 1, 'status_visible': 1, 'china_2019': 1, 'hongbao_2020': 2}}"
80,2020-02-20,4474074523177408,金沅宝Gold,中国1月新增人民币贷款33400亿元，前值11400亿元，预期30000亿元。 #期货# #股市# #螺纹钢# #铁矿石# #PTA# #豆粕# #原油# #苹果# #菜粕#,137,0,没有时间谈共振，离开突破谈背离,"{'id': 2782068241, 'screen_name': '金沅宝Gold', 'profile_image_url': 'https://tva2.sinaimg.cn/crop.1.0.404.404.180/a5d2fe11jw1ew4jvbye9vj20bb0hqn0m.jpg?KID=imgbed,tva&Expires=1583220167&ssig=Z4GbrVHaDV', 'profile_url': 'https://m.weibo.cn/u/2782068241?uid=2782068241&luicode=10000011&lfid=100103type%3D1%26q%3D%23%E8%8B%B9%E6%9E%9C%23', 'statuses_count': 16958, 'verified': True, 'verified_type': 0, 'verified_type_ext': 0, 'verified_reason': '财经博主', 'close_blue_v': False, 'description': '没有时间谈共振，离开突破谈背离', 'gender': 'm', 'mbtype': 0, 'urank': 14, 'mbrank': 0, 'follow_me': False, 'following': False, 'followers_count': 7359, 'follow_count': 245, 'cover_image_phone': 'https://tva1.sinaimg.cn/crop.0.0.640.640.640/549d0121tw1egm1kjly3jj20hs0hsq4f.jpg', 'avatar_hd': 'https://ww2.sinaimg.cn/orj480/a5d2fe11jw1ew4jvbye9vj20bb0hqn0m.jpg', 'like': False, 'like_me': False, 'badge': {'bind_taobao': 1, 'unread_pool': 1, 'unread_pool_ext': 1, 'dzwbqlx_2016': 1, 'follow_whitelist_video': 1, 'super_star_2017': 1, 'panda': 1, 'user_name_certificate': 1, 'suishoupai_2018': 1, 'wenchuan_10th': 1, 'wenda_v2': 1, 'national_day_2018': 1, 'hongbaofei_2019': 1, 'china_2019': 1, 'hongkong_2019': 1, 'gongjiri_2019': 1, 'hongbao_2020': 2, 'feiyan_2020': 1}}"
81,2020-02-20,4474044994576549,极客萝卜,JNCD这种名词，以前可能只局限于 #苹果# 、 #三星# 的当家旗舰参数中，也只会被数码圈中的爱好者关注到。而现在，这词则被 #一加手机# 引入国内，被 #小米# 手机全面普及，在 #小米10# 系列手机中成为热议词汇之一。 不过需要说明，评判一块屏幕的综合素质表现，可不止JNCD这一个参数，也不止刷新率、分辨率这 ... 全文,634,0,资深专业产品评测，媒体撰稿，数码玩家。,"{'id': 1432477607, 'screen_name': '极客萝卜', 'profile_image_url': 'https://tvax3.sinaimg.cn/crop.0.0.1002.1002.180/5561dfa7ly8ftlv60mu5mj20ru0ruq4z.jpg?KID=imgbed,tva&Expires=1583220167&ssig=Ezgo9Xibbx', 'profile_url': 'https://m.weibo.cn/u/1432477607?uid=1432477607&luicode=10000011&lfid=100103type%3D1%26q%3D%23%E8%8B%B9%E6%9E%9C%23', 'statuses_count': 6702, 'verified': True, 'verified_type': 0, 'verified_type_ext': 0, 'verified_reason': '数码博主 头条文章作者 微博签约自媒体', 'close_blue_v': False, 'description': '资深专业产品评测，媒体撰稿，数码玩家。', 'gender': 'm', 'mbtype': 12, 'urank': 39, 'mbrank': 6, 'follow_me': False, 'following': False, 'followers_count': 244268, 'follow_count': 852, 'cover_image_phone': 'https://tva1.sinaimg.cn/crop.0.0.640.640.640/549d0121tw1egm1kjly3jj20hs0hsq4f.jpg', 'avatar_hd': 'https://wx3.sinaimg.cn/orj480/5561dfa7ly8ftlv60mu5mj20ru0ruq4z.jpg', 'like': False, 'like_me': False, 'badge': {'bind_taobao': 1, 'unread_pool': 1, 'uefa_euro_2016': 18, 'unread_pool_ext': 1, 'dzwbqlx_2016': 1, 'user_name_certificate': 1, 'suishoupai_2018': 1, 'worldcup_2018': 34, 'qixi_2018': 1, 'double11_2018': 1, 'hongbaofei_2019': 1, 'suishoupai_2019': 1, 'hongrenjie_2019': 1, 'china_2019': 1, 'hongbao_2020': 2, 'feiyan_2020': 1}}"
