,created_at,member_id,text,textLength,source,user,verified,screen_name,verified_type,user_description,longText,bid
4,2020-03-01 23:20:18,4478049086751096,「子时当当」第6⃣️弹～今天是看书当～☕️，画当总容易上头 @子时当归 子时当归超话 #小耳朵的小插画# ipad插画进步录超话 #q版头像# #procreate# 🖊：Apple Pencil 📱：iPad Pro 11‘ 💾：Procreate App,231,iPhone客户端,"{'id': 1771295774, 'screen_name': 'ereerr', 'profile_image_url': 'https://tvax4.sinaimg.cn/crop.0.0.1080.1080.180/6993d41ely8g4grtn9iezj20u00u040f.jpg?KID=imgbed,tva&Expires=1583146337&ssig=r0asbmdP%2By', 'profile_url': 'https://m.weibo.cn/u/1771295774?uid=1771295774&luicode=10000011&lfid=100103type%3D1%26q%3DApple', 'statuses_count': 1116, 'verified': False, 'verified_type': -1, 'close_blue_v': False, 'description': '热爱可抵漫长岁月', 'gender': 'f', 'mbtype': 12, 'urank': 21, 'mbrank': 3, 'follow_me': False, 'following': False, 'followers_count': 652, 'follow_count': 945, 'cover_image_phone': 'https://wx1.sinaimg.cn/crop.0.0.640.640.640/6993d41ely1gbduyare15j20yi0yiwls.jpg', 'avatar_hd': 'https://wx4.sinaimg.cn/orj480/6993d41ely8g4grtn9iezj20u00u040f.jpg', 'like': False, 'like_me': False, 'badge': {'bind_taobao': 1, 'unread_pool': 1, 'unread_pool_ext': 1, 'user_name_certificate': 1, 'status_visible': 1, 'hongrenjie_2019': 1, 'dzwbqlx_2019': 1, 'shuang11_2019': 1, 'hongbao_2020': 2}}",False,ereerr,-1,热爱可抵漫长岁月,IwKpCskgE,
5,2020-03-01 23:20:18,4478049074102718,"安装Mac OS X，提示:应用程序副本不能验证 它在下载过程中可能已遭破坏或篡改。这是Apple更新开发者证书后导致的问题. 先关闭电脑的网络 / 先关闭电脑的网络/ 先关闭电脑的网络 先关闭电脑的网络, 如关闭右上角的WIFI或者拔掉网线 然后在终端里面修改时间",238,iPhone客户端,"{'id': 2593933523, 'screen_name': '杂技毒仝', 'profile_image_url': 'https://tva4.sinaimg.cn/crop.312.0.1347.1347.180/9a9c48d3gw1ejx19tj0tpj21kw11o7m0.jpg?KID=imgbed,tva&Expires=1583146337&ssig=uDVfKTykGN', 'profile_url': 'https://m.weibo.cn/u/2593933523?uid=2593933523&luicode=10000011&lfid=100103type%3D1%26q%3DApple', 'statuses_count': 3240, 'verified': False, 'verified_type': -1, 'close_blue_v': False, 'description': '真诚，守信、热爱生活，助人为乐.....', 'gender': 'm', 'mbtype': 2, 'urank': 32, 'mbrank': 1, 'follow_me': False, 'following': False, 'followers_count': 1070, 'follow_count': 2368, 'cover_image_phone': 'https://tva4.sinaimg.cn/crop.0.0.640.640.640/6ce2240djw1e8iktk4ohij20hs0hsmz6.jpg', 'avatar_hd': 'https://ww4.sinaimg.cn/orj480/9a9c48d3gw1ejx19tj0tpj21kw11o7m0.jpg', 'like': False, 'like_me': False, 'badge': {'bind_taobao': 1, 'unread_pool': 1, 'unread_pool_ext': 1, 'dzwbqlx_2016': 1, 'travel_2017': 1, 'panda': 1, 'user_name_certificate': 1, 'suishoupai_2018': 1, 'wenda_v2': 1, 'dailv_2018': 1, 'hongrenjie_2019': 1, 'china_2019': 1, 'daka_2020': 1}}",False,杂技毒仝,-1,真诚，守信、热爱生活，助人为乐.....,IwKpBhdiS,
6,2020-03-01 21:52:18,4478020578351105,给FaceJoy开发了一个实验性功能——双屏互动模式。通过 AirPlay镜像屏幕，把iPhone变成体感传感器，就可以间接达到和 Switch JoyCon 一样的功能。 下一步计划：把 Apple Watch 也变成JoyCon，和 iPhone 通过蓝牙传输数据，这样就不用担心网络延迟了，真正意义上实现了和 Switch一样的大屏游戏功能！St ... 全文,290,iPhone 11,"{'id': 2854163804, 'screen_name': 'KITTEN-YANG', 'profile_image_url': 'https://tvax3.sinaimg.cn/crop.0.0.1242.1242.180/aa1f155cly8frtthmxa3jj20yi0yi75k.jpg?KID=imgbed,tva&Expires=1583146337&ssig=N5KvjeF0I%2F', 'profile_url': 'https://m.weibo.cn/u/2854163804?uid=2854163804&luicode=10000011&lfid=100103type%3D1%26q%3DApple', 'statuses_count': 4357, 'verified': True, 'verified_type': 0, 'verified_type_ext': 0, 'verified_reason': '摄影博主 旅行视频自媒体', 'close_blue_v': False, 'description': '90后风光摄影师，图虫 | Getty Images 签约摄影师，独立软件开发者，热爱自然，热爱创造。Twitter:@KittenYang', 'gender': 'm', 'mbtype': 12, 'urank': 48, 'mbrank': 7, 'follow_me': False, 'following': False, 'followers_count': 18803, 'follow_count': 277, 'cover_image_phone': 'https://wx1.sinaimg.cn/crop.0.0.640.640.640/aa1f155cgy1frttuwbxnqj20yi0yiaal.jpg', 'avatar_hd': 'https://wx3.sinaimg.cn/orj480/aa1f155cly8frtthmxa3jj20yi0yi75k.jpg', 'like': False, 'like_me': False, 'badge': {'gongyi': 1, 'bind_taobao': 1, 'dzwbqlx_2016': 1, 'follow_whitelist_video': 1, 'user_name_certificate': 1, 'super_star_2018': 1, 'wenda_v2': 1, 'dailv_2018': 1, 'qixi_2018': 1, 'suishoupai_2019': 1, 'dzwbqlx_2019': 1, 'hongbao_2020': 2}}",True,KITTEN-YANG,0,90后风光摄影师，图虫 | Getty Images 签约摄影师，独立软件开发者，热爱自然，热爱创造。Twitter:@KittenYang,IwJFDz2vf,"给FaceJoy开发了一个实验性功能——双屏互动模式。通过 AirPlay镜像屏幕，把iPhone变成体感传感器，就可以间接达到和 Switch JoyCon 一样的功能。

下一步计划：把 Apple Watch 也变成JoyCon，和 iPhone 通过蓝牙传输数据，这样就不用担心网络延迟了，真正意义上实现了和 Switch一样的大屏游戏功能！Stay Tuned！"
7,2020-03-01 22:52:18,4478039687846629,工具：iPad pro+apple pencil   作者：煎蛋stepbystep 软件：procreate 常用笔刷：6B铅笔✏️ 蜡笔🖍️,105,皮皮时光机,"{'id': 6530979985, 'screen_name': '插画印象', 'profile_image_url': 'https://tvax3.sinaimg.cn/crop.0.0.996.996.180/0077ZkeRly8fqnsdmxwuuj30ro0romzb.jpg?KID=imgbed,tva&Expires=1583146337&ssig=icFppu1VNR', 'profile_url': 'https://m.weibo.cn/u/6530979985?uid=6530979985&luicode=10000011&lfid=100103type%3D1%26q%3DApple', 'statuses_count': 5931, 'verified': True, 'verified_type': 0, 'verified_type_ext': 0, 'verified_reason': '设计美学博主', 'close_blue_v': False, 'description': '插画印象， 分享手绘插画作品，仅供参考，侵删，欢迎大家关注哦~', 'gender': 'f', 'mbtype': 0, 'urank': 4, 'mbrank': 0, 'follow_me': False, 'following': False, 'followers_count': 137172, 'follow_count': 8, 'cover_image_phone': 'https://tva1.sinaimg.cn/crop.0.0.640.640.640/549d0121tw1egm1kjly3jj20hs0hsq4f.jpg', 'avatar_hd': 'https://wx3.sinaimg.cn/orj480/0077ZkeRly8fqnsdmxwuuj30ro0romzb.jpg', 'like': False, 'like_me': False, 'badge': {'user_name_certificate': 1, 'hongbao_2020': 2}}",True,插画印象,0,插画印象， 分享手绘插画作品，仅供参考，侵删，欢迎大家关注哦~,IwKaswVgx,
8,2020-03-01 23:15:18,4478047883301983,Apple🍎：“每个人的目标都不同 为何不在有限的时间里丰富自己 而不是过多的在于证明自己有多棒 虚荣心有多强 因为世界之大 大到你根本数不清有多少比你还棒的人 活到老学到老 唯有不停的充实自己才能等到某天可以正大光明的证明自己 所以为什么要在不属于你的时候停下脚步炫耀自己呢 穿好装备奋斗吧 ... 全文,282,nova5i 2400万AI四摄,"{'id': 5388758932, 'screen_name': '_豆豆姐姐_', 'profile_image_url': 'https://tvax2.sinaimg.cn/crop.0.0.996.996.180/005SGGmEly8gal2qrzdc9j30ro0ro0uz.jpg?KID=imgbed,tva&Expires=1583146337&ssig=bqmfc%2BY15v', 'profile_url': 'https://m.weibo.cn/u/5388758932?uid=5388758932&luicode=10000011&lfid=100103type%3D1%26q%3DApple', 'statuses_count': 391, 'verified': False, 'verified_type': -1, 'close_blue_v': False, 'description': '是个喜欢跳舞的好孩子', 'gender': 'f', 'mbtype': 2, 'urank': 23, 'mbrank': 1, 'follow_me': False, 'following': False, 'followers_count': 183, 'follow_count': 420, 'cover_image_phone': 'https://tva1.sinaimg.cn/crop.0.0.640.640.640/9d44112bjw1f1xl1c10tuj20hs0hs0tw.jpg', 'avatar_hd': 'https://wx2.sinaimg.cn/orj480/005SGGmEly8gal2qrzdc9j30ro0ro0uz.jpg', 'like': False, 'like_me': False, 'badge': {'unread_pool_ext': 1, 'user_name_certificate': 1, 'super_star_2018': 1, 'hongrenjie_2019': 1, 'hongbao_2020': 2}}",False,_豆豆姐姐_,-1,是个喜欢跳舞的好孩子,IwKnGdQZN,Apple🍎：“每个人的目标都不同 为何不在有限的时间里丰富自己 而不是过多的在于证明自己有多棒 虚荣心有多强 因为世界之大 大到你根本数不清有多少比你还棒的人 活到老学到老 唯有不停的充实自己才能等到某天可以正大光明的证明自己 所以为什么要在不属于你的时候停下脚步炫耀自己呢 穿好装备奋斗吧”
,created_at,member_id,text,textLength,source,user,verified,screen_name,verified_type,user_description,bid,longText
0,2020-03-01 23:12:51,4478047379835118,apple pencil用多了现在在纸上写字写错了还想找撤销按钮🔘,56,iPhone客户端,"{'id': 5194053407, 'screen_name': 'BruleeOreo', 'profile_image_url': 'https://tvax1.sinaimg.cn/crop.0.0.750.750.180/005FvIyXly8gbvvt0wn6qj30ku0kuabk.jpg?KID=imgbed,tva&Expires=1583146370&ssig=KgM3rt0%2Fk%2F', 'profile_url': 'https://m.weibo.cn/u/5194053407?uid=5194053407&luicode=10000011&lfid=100103type%3D1%26q%3DApple', 'statuses_count': 296, 'verified': False, 'verified_type': -1, 'close_blue_v': False, 'description': '你把我藏起来吧', 'gender': 'f', 'mbtype': 0, 'urank': 14, 'mbrank': 0, 'follow_me': False, 'following': False, 'followers_count': 146, 'follow_count': 134, 'cover_image_phone': 'https://tva4.sinaimg.cn/crop.0.0.640.640.640/a1d3feabjw1ecat3p2p2qj20hs0hsmz4.jpg', 'avatar_hd': 'https://wx1.sinaimg.cn/orj480/005FvIyXly8gbvvt0wn6qj30ku0kuabk.jpg', 'like': False, 'like_me': False, 'badge': {'unread_pool': 1, 'unread_pool_ext': 1, 'panda': 1, 'user_name_certificate': 1, 'avengers_2019': 6, 'wusi_2019': 1, 'hongrenjie_2019': 1, 'taohuayuan_2019': 1, 'dzwbqlx_2019': 2, 'rrgyj_2019': 1, 'family_2019': 1, 'wbzy_2019': 1, 'hongbao_2020': 1, 'hope_2020': 1}}",False,BruleeOreo,-1,你把我藏起来吧,IwKmRFgyW,
1,2020-03-01 18:52:51,4477972549249835,昨天戴着Apple Watch睡觉，在凌晨时手表曾经发出过低心率警告，原来人在睡觉时心率能降到每分钟只有40几跳啊,114,无边框iPhone 11,"{'id': 2322312760, 'screen_name': 'UNCLE疯叔', 'profile_image_url': 'https://tva4.sinaimg.cn/crop.33.6.240.240.180/8a6bae38gw1e8obkeol71j20b407qwf5.jpg?KID=imgbed,tva&Expires=1583146370&ssig=wo1AC4a10R', 'profile_url': 'https://m.weibo.cn/u/2322312760?uid=2322312760&luicode=10000011&lfid=100103type%3D1%26q%3DApple', 'statuses_count': 6705, 'verified': True, 'verified_type': 0, 'verified_type_ext': 1, 'verified_reason': '数码视频自媒体', 'close_blue_v': False, 'description': '一个大叔，越老越有味的那种。', 'gender': 'm', 'mbtype': 13, 'urank': 48, 'mbrank': 6, 'follow_me': False, 'following': False, 'followers_count': 156741, 'follow_count': 562, 'cover_image_phone': 'https://wx2.sinaimg.cn/crop.0.0.640.640.640/8a6bae38ly1g45aywjquyj20n00n0775.jpg', 'avatar_hd': 'https://ww4.sinaimg.cn/orj480/8a6bae38gw1e8obkeol71j20b407qwf5.jpg', 'like': False, 'like_me': False, 'badge': {'bind_taobao': 1, 'dzwbqlx_2016': 1, 'video_attention': 4, 'user_name_certificate': 1, 'qixi_2018': 1, 'relation_display': 1, 'status_visible': 1, 'hongrenjie_2019': 1, 'china_2019': 1, 'hongkong_2019': 1, 'gongjiri_2019': 1, 'hongbao_2020': 2}}",True,UNCLE疯叔,0,一个大叔，越老越有味的那种。,IwIqaCOiT,
2,2020-03-01 23:06:51,4478045698336551,尚雯婕好多专辑都没上架apple music啊…,37,iPhone客户端,"{'id': 1835681131, 'screen_name': '阳文政', 'profile_image_url': 'https://tvax2.sinaimg.cn/crop.0.0.956.956.180/6d6a456bly8fzp0j4bvdgj20qk0qk40n.jpg?KID=imgbed,tva&Expires=1583146370&ssig=i0M79oUuMi', 'profile_url': 'https://m.weibo.cn/u/1835681131?uid=1835681131&luicode=10000011&lfid=100103type%3D1%26q%3DApple', 'statuses_count': 5388, 'verified': True, 'verified_type': 0, 'verified_type_ext': 0, 'verified_reason': '摄影博主', 'close_blue_v': False, 'description': '摄影，且好吃。', 'gender': 'm', 'mbtype': 2, 'urank': 38, 'mbrank': 1, 'follow_me': False, 'following': False, 'followers_count': 1653, 'follow_count': 1244, 'cover_image_phone': 'https://tva4.sinaimg.cn/crop.0.0.640.640/6cf8d7ebjw1ehfr60whp7j20hs0hsacf.jpg', 'avatar_hd': 'https://wx2.sinaimg.cn/orj480/6d6a456bly8fzp0j4bvdgj20qk0qk40n.jpg', 'like': False, 'like_me': False, 'badge': {'anniversary': 1, 'gongyi_level': 1, 'bind_taobao': 1, 'zongyiji': 1, 'unread_pool': 1, 'unread_pool_ext': 1, 'dzwbqlx_2016': 1, 'user_name_certificate': 1, 'suishoupai_2018': 1, 'dailv_2018': 1, 'qixi_2018': 1, 'double11_2018': 1, 'hongbaofei_2019': 1, 'suishoupai_2019': 5, 'hongrenjie_2019': 1, 'wbzy_2019': 1, 'hongbao_2020': 2}}",True,阳文政,0,摄影，且好吃。,IwKk9yYIv,
3,2020-03-01 21:52:51,4478020234640691,OPPO Watch 系列来了，支持eSIM，像Apple Watch 就不说了，以前OPPO 也试过像素级模仿苹果，其实以前魅蓝注册一大堆官方微博的时候就幻想过小厂也搞一块……,160,真香警告,"{'id': 1770154187, 'screen_name': '兔撕机', 'profile_image_url': 'https://tvax3.sinaimg.cn/crop.0.0.1125.1125.180/698268cbly8fusyuskj30j20v90v9my4.jpg?KID=imgbed,tva&Expires=1583146370&ssig=TivuAelXnT', 'profile_url': 'https://m.weibo.cn/u/1770154187?uid=1770154187&luicode=10000011&lfid=100103type%3D1%26q%3DApple', 'statuses_count': 5783, 'verified': True, 'verified_type': 0, 'verified_type_ext': 1, 'verified_reason': '笔尖传媒创始人 知名数码博主', 'close_blue_v': False, 'description': '热爱生活，不撕逼，只撕机。', 'gender': 'm', 'mbtype': 12, 'urank': 48, 'mbrank': 7, 'follow_me': False, 'following': False, 'followers_count': 592881, 'follow_count': 1534, 'cover_image_phone': 'https://tva4.sinaimg.cn/crop.0.0.640.640.640/638f41a8jw1ewj858xp05j20hs0hs77s.jpg', 'avatar_hd': 'https://wx3.sinaimg.cn/orj480/698268cbly8fusyuskj30j20v90v9my4.jpg', 'like': False, 'like_me': False, 'badge': {'bind_taobao': 1, 'dailv': 1, 'zongyiji': 1, 'user_name_certificate': 1, 'dailv_2018': 1, 'qixi_2018': 1, 'weibo_display_fans': 1, 'relation_display': 1, 'status_visible': 1, 'suishoupai_2019': 7, 'hongrenjie_2019': 1, 'china_2019': 1, 'dzwbqlx_2019': 2, 'gongjiri_2019': 1, 'hongbao_2020': 2, 'feiyan_2020': 1, 'hope_2020': 1}}",True,兔撕机,0,热爱生活，不撕逼，只撕机。,IwJF5jtfR,
4,2020-03-01 23:05:51,4478045589081878,亲爱的Apple，能不能不要趁我睡觉的时候更新系统了，本古早iPhone撑不住了，还想坚持用完大学四年呢,97,iPhone,"{'id': 6344246277, 'screen_name': '七期-', 'profile_image_url': 'https://tvax3.sinaimg.cn/crop.0.0.873.873.180/006VlOgRly8gbdhxco418j30o90o9wfg.jpg?KID=imgbed,tva&Expires=1583146370&ssig=WuXvI28i2E', 'profile_url': 'https://m.weibo.cn/u/6344246277?uid=6344246277&luicode=10000011&lfid=100103type%3D1%26q%3DApple', 'statuses_count': 411, 'verified': False, 'verified_type': -1, 'close_blue_v': False, 'description': '', 'gender': 'f', 'mbtype': 0, 'urank': 9, 'mbrank': 0, 'follow_me': False, 'following': False, 'followers_count': 123, 'follow_count': 91, 'cover_image_phone': 'https://tva1.sinaimg.cn/crop.0.0.640.640.640/549d0121tw1egm1kjly3jj20hs0hsq4f.jpg', 'avatar_hd': 'https://wx3.sinaimg.cn/orj480/006VlOgRly8gbdhxco418j30o90o9wfg.jpg', 'like': False, 'like_me': False, 'badge': {'user_name_certificate': 1, 'super_star_2018': 1, 'dailv_2018': 1, 'hongbao_2020': 2, 'feiyan_2020': 1}}",False,七期-,-1,,IwKjYC6BU,
5,2020-03-01 23:01:51,4478044493916694,准备给Apple Music一个机会，看看一个月之后会不会想换。,53,iPhone客户端,"{'id': 3826716906, 'screen_name': '渔洋_山人', 'profile_image_url': 'https://tvax1.sinaimg.cn/crop.0.0.1080.1080.180/e41710ealy8g132pvyh5rj20u00u0dgo.jpg?KID=imgbed,tva&Expires=1583146370&ssig=Ky1NLRqRl1', 'profile_url': 'https://m.weibo.cn/u/3826716906?uid=3826716906&luicode=10000011&lfid=100103type%3D1%26q%3DApple', 'statuses_count': 9, 'verified': False, 'verified_type': -1, 'close_blue_v': False, 'description': '编辑简介', 'gender': 'm', 'mbtype': 2, 'urank': 36, 'mbrank': 1, 'follow_me': False, 'following': False, 'followers_count': 209, 'follow_count': 167, 'cover_image_phone': 'https://tva3.sinaimg.cn/crop.0.0.0.640.640/6ce2240djw1e9uwupbjn7j20hs0hstc2.jpg', 'avatar_hd': 'https://wx1.sinaimg.cn/orj480/e41710ealy8g132pvyh5rj20u00u0dgo.jpg', 'like': False, 'like_me': False, 'badge': {'unread_pool': 1, 'vip_activity2': 1, 'unread_pool_ext': 1, 'user_name_certificate': 1, 'super_star_2018': 1, 'worldcup_2018': 5, 'national_day_2018': 1, 'hongbaofei_2019': 1, 'status_visible': 1, 'hongrenjie_2019': 1, 'hongbao_2020': 2}}",False,渔洋_山人,-1,编辑简介,IwKidgqUu,
6,2020-03-01 23:00:51,4478044364625291,apple用了两年现在的电池情况就是充电很慢、耗电贼快,49,iPhone客户端,"{'id': 3982754546, 'screen_name': '好好向上天天快乐', 'profile_image_url': 'https://tva3.sinaimg.cn/crop.0.1.1125.1125.180/ed6402f2jw8exrg9x22hij20v90vb77k.jpg?KID=imgbed,tva&Expires=1583146370&ssig=XGI2eshgqi', 'profile_url': 'https://m.weibo.cn/u/3982754546?uid=3982754546&luicode=10000011&lfid=100103type%3D1%26q%3DApple', 'statuses_count': 510, 'verified': False, 'verified_type': -1, 'close_blue_v': False, 'description': '', 'gender': 'f', 'mbtype': 2, 'urank': 9, 'mbrank': 1, 'follow_me': False, 'following': False, 'followers_count': 150, 'follow_count': 274, 'cover_image_phone': 'https://tva1.sinaimg.cn/crop.0.0.640.640.640/549d0121tw1egm1kjly3jj20hs0hsq4f.jpg', 'avatar_hd': 'https://ww3.sinaimg.cn/orj480/ed6402f2jw8exrg9x22hij20v90vb77k.jpg', 'like': False, 'like_me': False, 'badge': {'bind_taobao': 1, 'unread_pool': 1, 'vip_activity2': 1, 'unread_pool_ext': 1, 'user_name_certificate': 1, 'super_star_2018': 1, 'dailv_2018': 1, 'womensday_2018': 1, 'hongrenjie_2019': 1, 'hongbao_2020': 2}}",False,好好向上天天快乐,-1,,IwKi0jpft,
7,2020-03-01 22:58:51,4478043684740979,更新了mac的系统，换了壁纸。 陈年老mac焕然一新激动哭了 我是真的很喜欢深色模式啊。 apple美学我真的无敌爱 我是库克的小粉丝呜呜呜呜呜,143,iPhone XS,"{'id': 2413862521, 'screen_name': '你说话太多', 'profile_image_url': 'https://tvax1.sinaimg.cn/crop.0.0.1080.1080.180/8fe09e79ly8gc4g0ye0i7j20u00u03zr.jpg?KID=imgbed,tva&Expires=1583146370&ssig=1wWkzvFeAZ', 'profile_url': 'https://m.weibo.cn/u/2413862521?uid=2413862521&luicode=10000011&lfid=100103type%3D1%26q%3DApple', 'statuses_count': 1752, 'verified': False, 'verified_type': -1, 'close_blue_v': False, 'description': '资本永不眠', 'gender': 'f', 'mbtype': 11, 'urank': 14, 'mbrank': 1, 'follow_me': False, 'following': False, 'followers_count': 181, 'follow_count': 143, 'cover_image_phone': 'https://wx3.sinaimg.cn/crop.0.0.640.640.640/8fe09e79ly1gbyjncfi74j20v90v9dl9.jpg', 'avatar_hd': 'https://wx1.sinaimg.cn/orj480/8fe09e79ly8gc4g0ye0i7j20u00u03zr.jpg', 'like': False, 'like_me': False, 'badge': {'zongyiji': 1, 'unread_pool': 1, 'unread_pool_ext': 1, 'user_name_certificate': 1, 'status_visible': 1, 'hongbao_2020': 2}}",False,你说话太多,-1,资本永不眠,IwKgUjTlp,
8,2020-03-01 02:52:51,4477738171840551,想找星空图但是没找到称心的？ 那就自己画吧~ 用Procreate可以三秒做一张！ 【工具】iPad + Procreate + apple pencil 【方法】在Procreate里新建一个画布，调整背景颜色，一般星空就是深蓝紫色，然后选择「亮度」-「星空」画笔，挑一个画笔颜色（你希望的星星颜色），最后随便画几笔就可以了 ——— ... 全文,359,ppt365超话,"{'id': 1774015623, 'screen_name': '嘉文钱', 'profile_image_url': 'https://tvax2.sinaimg.cn/crop.34.24.538.538.180/69bd5487ly8g9ms31xpbvj20gk0gkdga.jpg?KID=imgbed,tva&Expires=1583146370&ssig=GbJwQtfHEM', 'profile_url': 'https://m.weibo.cn/u/1774015623?uid=1774015623&luicode=10000011&lfid=100103type%3D1%26q%3DApple', 'statuses_count': 1956, 'verified': True, 'verified_type': 0, 'verified_type_ext': 0, 'verified_reason': '设计美学博主 ppt365超话主持人', 'close_blue_v': False, 'description': 'PPT设计师，平面设计师，业余插画师，可以接稿', 'gender': 'm', 'mbtype': 12, 'urank': 47, 'mbrank': 7, 'follow_me': False, 'following': False, 'followers_count': 93824, 'follow_count': 681, 'cover_image_phone': 'https://tva1.sinaimg.cn/crop.0.0.640.640.640/9d44112bjw1f1xl1c10tuj20hs0hs0tw.jpg', 'avatar_hd': 'https://wx2.sinaimg.cn/orj480/69bd5487ly8g9ms31xpbvj20gk0gkdga.jpg', 'like': False, 'like_me': False, 'badge': {'bind_taobao': 1, 'unread_pool': 1, 'unread_pool_ext': 1, 'video_attention': 1, 'user_name_certificate': 1, 'weibo_display_fans': 1, 'relation_display': 1, 'suishoupai_2019': 6, 'hongrenjie_2019': 1, 'hongbao_2020': 2, 'feiyan_2020': 1}}",True,嘉文钱,0,PPT设计师，平面设计师，业余插画师，可以接稿,IwCk97IOj,"想找星空图但是没找到称心的？
那就自己画吧~
用Procreate可以三秒做一张！

【工具】iPad + Procreate + apple pencil
【方法】在Procreate里新建一个画布，调整背景颜色，一般星空就是深蓝紫色，然后选择「亮度」-「星空」画笔，挑一个画笔颜色（你希望的星星颜色），最后随便画几笔就可以了

——————

我真的没有骗你们去买iPad
Procreate 68块真的超值

#ppt365[超话]##PPT365#"
9,2020-03-01 22:57:51,4478043466358665,呵 我那么喜欢买笔和本子 为什么要买apple pencil 我的脑壳是不是有泡沫,73,iPhone客户端,"{'id': 2043616097, 'screen_name': '迪克蝶仔', 'profile_image_url': 'https://tvax1.sinaimg.cn/crop.0.0.512.512.180/79cf1b61ly8gc5ix0y0z7j20e80e83z0.jpg?KID=imgbed,tva&Expires=1583146370&ssig=wEVYI9IEjR', 'profile_url': 'https://m.weibo.cn/u/2043616097?uid=2043616097&luicode=10000011&lfid=100103type%3D1%26q%3DApple', 'statuses_count': 540, 'verified': False, 'verified_type': -1, 'close_blue_v': False, 'description': '一直向上就不会害怕了。', 'gender': 'f', 'mbtype': 0, 'urank': 27, 'mbrank': 0, 'follow_me': False, 'following': False, 'followers_count': 362, 'follow_count': 539, 'cover_image_phone': 'https://tva1.sinaimg.cn/crop.0.0.640.640.640/549d0121tw1egm1kjly3jj20hs0hsq4f.jpg', 'avatar_hd': 'https://wx1.sinaimg.cn/orj480/79cf1b61ly8gc5ix0y0z7j20e80e83z0.jpg', 'like': False, 'like_me': False, 'badge': {'bind_taobao': 1, 'unread_pool': 1, 'unread_pool_ext': 1, 'dzwbqlx_2016': 1, 'panda': 1, 'user_name_certificate': 1, 'hongbao_2020': 2}}",False,迪克蝶仔,-1,一直向上就不会害怕了。,IwKgyqGb7,
,created_at,member_id,text,textLength,source,user,verified,screen_name,verified_type,user_description,bid,longText
0,2020-03-01 22:56:23,4478043055316922,我的apple pencil今天发货了吗？ 不 它没有,47,iPhone客户端,"{'id': 2951619640, 'screen_name': '潘潘潘大屁', 'profile_image_url': 'https://tvax2.sinaimg.cn/crop.0.0.512.512.180/afee2438ly8fly6ztxhbpj20e80e8jrr.jpg?KID=imgbed,tva&Expires=1583146403&ssig=vWBv7emKHR', 'profile_url': 'https://m.weibo.cn/u/2951619640?uid=2951619640&luicode=10000011&lfid=100103type%3D1%26q%3DApple', 'statuses_count': 201, 'verified': False, 'verified_type': -1, 'close_blue_v': False, 'description': '尤长靖今天娶我了吗', 'gender': 'f', 'mbtype': 2, 'urank': 9, 'mbrank': 2, 'follow_me': False, 'following': False, 'followers_count': 255, 'follow_count': 239, 'cover_image_phone': 'https://tva1.sinaimg.cn/crop.0.0.640.640.640/549d0121tw1egm1kjly3jj20hs0hsq4f.jpg', 'avatar_hd': 'https://wx2.sinaimg.cn/orj480/afee2438ly8fly6ztxhbpj20e80e8jrr.jpg', 'like': False, 'like_me': False, 'badge': {'zongyiji': 1, 'unread_pool': 1, 'unread_pool_ext': 1, 'dzwbqlx_2016': 1, 'user_name_certificate': 1, 'worldcup_2018': 21, 'qixi_2018': 1, 'suishoupai_2019': 1, 'hongbao_2020': 2}}",False,潘潘潘大屁,-1,尤长靖今天娶我了吗,IwKfTmjaO,
